79447|79447|stud.pal;8;1121v
79309|79309|p.eirene;1;10
79443|79443|stud.pal;4;1
79325|79325|p.eirene;1;34
79331|79331|sb;24;16129
79457|79457|t.mom.louvre;;58
79319|79319|cpr;30;22
79480|79480|t.mom.louvre;;168
79494|79494|t.mom.louvre;;186
79127|79127|sb;22;15641
79641|79641|t.mom.louvre;;447
79899|79899|t.mom.louvre;;964
79655|79655|t.mom.louvre;;469
79133|79133|sb;22;15647
79669|79669|t.mom.louvre;;490
79682|79682|t.mom.louvre;;512
79696|79696|t.mom.louvre;;535
79866|79866|t.mom.louvre;;930
79872|79872|t.mom.louvre;;936
79242b|79242|sb;24;15919
79053|79053|sb;22;15478
79735|79735|t.mom.louvre;;605
79721|79721|t.mom.louvre;;580
79047|79047|sb;22;15468
79709|79709|t.mom.louvre;;558
79090|79090|sb;22;15564
79084|79084|sb;22;15543
79912|79912|t.mom.louvre;;977
79906|79906|t.mom.louvre;;971
79537|79537|t.mom.louvre;;259
79251|79251|sb;24;15947
79245|79245|sb;24;15932
79523|79523|t.mom.louvre;;236A
79279|79279|o.heid;;322
79292|79292|sb;24;16064
79286|79286|sb;24;16041
79287|79287|sb;24;16042
79293|79293|sb;24;16067
79278|79278|o.heid;;320
79244|79244|sb;24;15923
79522|79522|t.mom.louvre;;236
79536|79536|t.mom.louvre;;257
79250|79250|sb;24;15946
79907|79907|t.mom.louvre;;972
79913|79913|t.mom.louvre;;978
79085|79085|sb;22;15544
79091|79091|sb;22;15565
79708|79708|t.mom.louvre;;555
79720|79720|t.mom.louvre;;578
79046|79046|sb;22;15466
79052|79052|sb;22;15476
79734|79734|t.mom.louvre;;601
79873|79873|t.mom.louvre;;937
79867|79867|t.mom.louvre;;931
79697|79697|t.mom.louvre;;537
79683|79683|t.mom.louvre;;514
79668|79668|t.mom.louvre;;489
79654|79654|t.mom.louvre;;468
79132|79132|sb;22;15646
79126|79126|sb;22;15640
79898|79898|t.mom.louvre;;963
79640|79640|t.mom.louvre;;446
79495|79495|t.mom.louvre;;187
79481|79481|t.mom.louvre;;169
79318|79318|p.eirene;1;27
79330|79330|sb;24;16128
79456|79456|t.mom.louvre;;41
79442|79442|stud.pal;4;1
79324|79324|p.eirene;1;33
79454|79454|t.mom.louvre;;34
79332|79332|sb;24;16130
79326|79326|p.eirene;1;35
79440|79440|stud.pal;1;I
79468|79468|t.mom.louvre;;149
79497|79497|t.mom.louvre;;189
79483|79483|t.mom.louvre;;171
79130|79130|sb;22;15644
79656|79656|t.mom.louvre;;470
79642|79642|t.mom.louvre;;448
79124|79124|sb;22;15635
79118|79118|sb;22;15627
79695|79695|t.mom.louvre;;534
79859|79859|t.mom.louvre;;806
79681|79681|t.mom.louvre;;511
79242a|79242|sb;24;15919
79871|79871|t.mom.louvre;;935
79865|79865|t.mom.louvre;;929
79044|79044|sb;22;15463
79722|79722|t.mom.louvre;;581
79736|79736|t.mom.louvre;;607
79050|79050|sb;22;15474
79078|79078|sb;22;15523
79087|79087|sb;22;15561
79939|79939|t.mom.louvre;;1004
79093|79093|sb;22;15567
79905|79905|t.mom.louvre;;970
79911|79911|t.mom.louvre;;976
79520|79520|t.mom.louvre;;229
79246|79246|sb;24;15934
79252|79252|sb;24;15948
79534|79534|t.mom.louvre;;254
79508|79508|t.mom.louvre;;212
79285|79285|sb;24;16040
79291|79291|sb;24;16061
79290|79290|sb;24;16045
79284|79284|sb;24;16039
79509|79509|t.mom.louvre;;213
79253|79253|sb;24;15949
79535|79535|t.mom.louvre;;256
79521|79521|t.mom.louvre;;234
79247|79247|sb;24;15936
79910|79910|t.mom.louvre;;975
79904|79904|t.mom.louvre;;969
79092|79092|sb;22;15566|sb;22;15566
79086|79086|sb;22;15553
79938|79938|t.mom.louvre;;1003
79079|79079|sb;22;15524
79737|79737|t.mom.louvre;;608
79051|79051|sb;22;15475
79045|79045|sb;22;15465
79723|79723|t.mom.louvre;;582
79864|79864|t.mom.louvre;;928
79870|79870|t.mom.louvre;;934
79680|79680|t.mom.louvre;;510
79858|79858|t.mom.louvre;;804
79694|79694|t.mom.louvre;;533
79119|79119|sb;22;15628
79643|79643|t.mom.louvre;;449
79125|79125|sb;22;15639
79131|79131|sb;22;15645
79657|79657|t.mom.louvre;;471
79482|79482|t.mom.louvre;;170
79496|79496|t.mom.louvre;;188
79469|79469|t.mom.louvre;;151
79327|79327|p.eirene;1;36
79441|79441|stud.pal;3(2).1;9
79455|79455|t.mom.louvre;;40
79333|79333|sb;24;16131
79458|79458|t.mom.louvre;;70
79316|79316|p.eirene;1;25
79470|79470|t.mom.louvre;;152
79464|79464|t.mom.louvre;;106
79302|79302|p.eirene;1;3
79896|79896|t.mom.louvre;;961
79128|79128|sb;22;15642
79882|79882|t.mom.louvre;;946
79672|79672|t.mom.louvre;;493
79114|79114|sb;22;15601
79100|79100|sb;22;15577
79666|79666|t.mom.louvre;;486
79855|79855|t.mom.louvre;;798
79841|79841|t.mom.louvre;;784
79699|79699|t.mom.louvre;;542
79869|79869|t.mom.louvre;;933
79048|79048|sb;22;15471
79706|79706|t.mom.louvre;;553
79060|79060|sb;22;15501
79074|79074|sb;22;15519
79712|79712|t.mom.louvre;;561
79921|79921|t.mom.louvre;;986
79935|79935|t.mom.louvre;;1000
79909|79909|t.mom.louvre;;974
79538|79538|t.mom.louvre;;261
79262|79262|sb;24;15959
79504|79504|t.mom.louvre;;196
79510|79510|t.mom.louvre;;214
79276|79276|o.heid;;318
79289|79289|sb;24;16044
79288|79288|sb;24;16043
79511|79511|t.mom.louvre;;215
79277|79277|o.heid;;319
79263|79263|sb;24;15960
79505|79505|t.mom.louvre;;197
79539|79539|t.mom.louvre;;262
79908|79908|t.mom.louvre;;973
79934|79934|t.mom.louvre;;999
79920|79920|t.mom.louvre;;985
79075|79075|sb;22;15520
79713|79713|t.mom.louvre;;563
79707|79707|t.mom.louvre;;554
79061|79061|sb;22;15502
79049|79049|sb;22;15473
79868|79868|t.mom.louvre;;932
79698|79698|t.mom.louvre;;538
79840|79840|t.mom.louvre;;783
79854|79854|t.mom.louvre;;797
79101|79101|sb;22;15578
79667|79667|t.mom.louvre;;488
79673|79673|t.mom.louvre;;496
79115|79115|sb;22;15606
79883|79883|t.mom.louvre;;947
79897|79897|t.mom.louvre;;962
79129|79129|sb;22;15643
79465|79465|t.mom.louvre;;143
79303|79303|p.eirene;1;4
79317|79317|p.eirene;1;26
79471|79471|t.mom.louvre;;153
79459|79459|t.mom.louvre;;71
79329|79329|sb;24;16127
79301|79301|sb;24;16085
79467|79467|t.mom.louvre;;145
79473|79473|t.mom.louvre;;155
79315|79315|p.eirene;1;24
79498|79498|t.mom.louvre;;190
79659|79659|t.mom.louvre;;476
79881|79881|t.mom.louvre;;945
79895|79895|t.mom.louvre;;960
79665|79665|t.mom.louvre;;485
79103|79103|sb;22;15580
79117|79117|sb;22;15626
79671|79671|t.mom.louvre;;492
79842|79842|t.mom.louvre;;785
79856|79856|t.mom.louvre;;799
79739|79739|t.mom.louvre;;611
79711|79711|t.mom.louvre;;560
79077|79077|sb;22;15522
79063|79063|sb;22;15504
79705|79705|t.mom.louvre;;551
79936|79936|t.mom.louvre;;1001
79088|79088|sb;22;15562
79922|79922|t.mom.louvre;;987
79249|79249|sb;24;15945
79275|79275|o.heid;;317
79513|79513|t.mom.louvre;;217
79507|79507|t.mom.louvre;;208
79261|79261|sb;24;15958
79506|79506|t.mom.louvre;;202
79260|79260|sb;24;15957
79274|79274|o.heid;;316
79512|79512|t.mom.louvre;;216
79248|79248|sb;24;15944
79923|79923|t.mom.louvre;;988
79937|79937|t.mom.louvre;;1002
79089|79089|sb;28;17212
79062|79062|sb;22;15503
79704|79704|t.mom.louvre;;550
79710|79710|t.mom.louvre;;559
79076|79076|sb;22;15521
79738|79738|t.mom.louvre;;609
79857|79857|t.mom.louvre;;800
79843|79843|t.mom.louvre;;786
79116|79116|sb;22;15607
79670|79670|t.mom.louvre;;491
79664|79664|t.mom.louvre;;483
79102|79102|sb;22;15579
79894|79894|t.mom.louvre;;958
79880|79880|t.mom.louvre;;944
79658|79658|t.mom.louvre;;474
80000|80000|t.mom.louvre;;1065
79499|79499|t.mom.louvre;;191
79472|79472|t.mom.louvre;;154
79314|79314|p.eirene;1;23
79300|79300|sb;24;16082
79466|79466|t.mom.louvre;;144
79328|79328|sb;24;16126
79462|79462|t.mom.louvre;;74
79304|79304|p.eirene;1;5
79310|79310|p.eirene;1;11
79476|79476|t.mom.louvre;;158
79338|79338|sb;24;16138
79489|79489|t.mom.louvre;;181
79106|79106|sb;22;15584
79660|79660|t.mom.louvre;;477
79674|79674|t.mom.louvre;;499
79112|79112|sb;22;15599
79884|79884|t.mom.louvre;;948
79648|79648|t.mom.louvre;;458
79890|79890|t.mom.louvre;;954
79847|79847|t.mom.louvre;;790
79853|79853|t.mom.louvre;;796
79072|79072|sb;22;15517
79714|79714|t.mom.louvre;;566
79700|79700|t.mom.louvre;;544
79066|79066|sb;22;15507
79728|79728|t.mom.louvre;;592
79933|79933|t.mom.louvre;;998
79927|79927|t.mom.louvre;;992
79099|79099|sb;22;15576
79516|79516|t.mom.louvre;;220
79270|79270|o.heid;;313
79264|79264|sb;24;15969
79502|79502|t.mom.louvre;;194
79258|79258|sb;24;15955
79259|79259|sb;24;15956
79265|79265|sb;24;15971
79503|79503|t.mom.louvre;;195
79517|79517|t.mom.louvre;;226
79271|79271|o.heid;;314
79926|79926|t.mom.louvre;;991
79098|79098|sb;22;15575
79932|79932|t.mom.louvre;;997
79729|79729|t.mom.louvre;;596
79701|79701|t.mom.louvre;;546
79067|79067|sb;22;15508
79073|79073|sb;22;15518
79715|79715|t.mom.louvre;;570
79852|79852|t.mom.louvre;;795
79846|79846|t.mom.louvre;;789
79891|79891|t.mom.louvre;;955
79649|79649|t.mom.louvre;;459
79885|79885|t.mom.louvre;;949
79675|79675|t.mom.louvre;;503
79113|79113|sb;22;15600
79107|79107|sb;22;15585
79661|79661|t.mom.louvre;;480
79488|79488|t.mom.louvre;;180
79339|79339|sb;24;16139
79311|79311|p.eirene;1;20
79477|79477|t.mom.louvre;;159
79463|79463|t.mom.louvre;;75
79305|79305|p.eirene;1;7
79475|79475|t.mom.louvre;;157
79313|79313|p.eirene;1;22
79307|79307|p.eirene;1;8v
79461|79461|t.mom.louvre;;73
79449|79449|t.mom.louvre;;1
79111|79111|sb;22;15598
79677|79677|t.mom.louvre;;505
79663|79663|t.mom.louvre;;482
79105|79105|sb;22;15583v
79893|79893|t.mom.louvre;;957
79887|79887|t.mom.louvre;;951
79139|79139|sb;22;15653
79878|79878|t.mom.louvre;;942
79850|79850|t.mom.louvre;;793
79688|79688|t.mom.louvre;;523
79844|79844|t.mom.louvre;;787
79065|79065|sb;22;15506
79703|79703|t.mom.louvre;;549
79717|79717|t.mom.louvre;;574
79071|79071|sb;22;15516
79059|79059|sb;22;15487
79918|79918|t.mom.louvre;;983
79924|79924|t.mom.louvre;;989
79930|79930|t.mom.louvre;;995
79501|79501|t.mom.louvre;;193
79267|79267|sb;24;15973
79273|79273|o.heid;;315
79515|79515|t.mom.louvre;;219
79529|79529|t.mom.louvre;;246
79298|79298|sb;24;16079
79299|79299|sb;24;16081
79528|79528|t.mom.louvre;;243
79272|79272|o.heid;;68
79514|79514|t.mom.louvre;;218
79500|79500|t.mom.louvre;;192
79266|79266|sb;24;15972
79931|79931|t.mom.louvre;;996
79925|79925|t.mom.louvre;;990
79919|79919|t.mom.louvre;;984
79058|79058|sb;22;15483
79716|79716|t.mom.louvre;;573
79070|79070|sb;22;15515
79064|79064|sb;22;15505
79702|79702|t.mom.louvre;;548
79845|79845|t.mom.louvre;;788
79689|79689|t.mom.louvre;;524
79851|79851|t.mom.louvre;;794
79879|79879|t.mom.louvre;;943
79886|79886|t.mom.louvre;;950
79138|79138|sb;22;15652
79892|79892|t.mom.louvre;;956
79662|79662|t.mom.louvre;;481
79104|79104|sb;22;15583r
79110|79110|sb;22;15587v
79676|79676|t.mom.louvre;;504
79448|79448|stud.pal;10;216
79306|79306|p.eirene;1;8r
79460|79460|t.mom.louvre;;72
79474|79474|t.mom.louvre;;156
79312|79312|p.eirene;1;21
79349|79349|sb;24;16148
79413|79413|sb;24;16255
79375|79375|sb;24;16201
79361|79361|sb;24;16187
79407|79407|sb;24;16247
79639|79639|t.mom.louvre;;445
79177|79177|o.wadi.hamm;;51
79611|79611|t.mom.louvre;;391
79605|79605|t.mom.louvre;;377
79163|79163|o.wadi.hamm;;37
79188|79188|sb;22;15712
79836|79836|t.mom.louvre;;778
79822|79822|t.mom.louvre;;761
79981|79981|t.mom.louvre;;1046
79759|79759|t.mom.louvre;;639
79995|79995|t.mom.louvre;;1060
79003|79003|sb;22;15421
79765|79765|t.mom.louvre;;646
79771|79771|t.mom.louvre;;654
79017|79017|sb;22;15435
79942|79942|t.mom.louvre;;1007
79956|79956|t.mom.louvre;;1021
79229|79229|sb;24;15893
79567|79567|t.mom.louvre;;308
79201|79201|sb;22;15737
79215|79215|o.heid;;56
79573|79573|t.mom.louvre;;322
79598|79598|t.mom.louvre;;363
79599|79599|t.mom.louvre;;367
79214|79214|o.heid;;55
79572|79572|t.mom.louvre;;320
79566|79566|t.mom.louvre;;307
79200|79200|sb;22;15736
79228|79228|sb;24;15892
79957|79957|t.mom.louvre;;1022
79943|79943|t.mom.louvre;;1008
79770|79770|t.mom.louvre;;653
79016|79016|sb;22;15434
79002|79002|sb;22;15420
79764|79764|t.mom.louvre;;645
79994|79994|t.mom.louvre;;1059
79758|79758|t.mom.louvre;;638
79980|79980|t.mom.louvre;;1045
79823|79823|t.mom.louvre;;762
79189|79189|sb;22;15713
79837|79837|t.mom.louvre;;780
79604|79604|t.mom.louvre;;376
79162|79162|o.wadi.hamm;;36
79176|79176|o.wadi.hamm;;50
79610|79610|t.mom.louvre;;390
79638|79638|t.mom.louvre;;443
79360|79360|sb;24;16186
79406|79406|sb;24;16246
79412|79412|sb;24;16254
79374|79374|sb;24;16200
79348|79348|sb;24;16147
79438|79438|sb;24;16332
79404|79404|sb;24;16244
79362|79362|sb;24;16188
79376|79376|sb;24;16202
79410|79410|sb;24;16250
79389|79389|sb;24;16223
79148|79148|o.wadi.hamm;;22
79160|79160|o.wadi.hamm;;34
79606|79606|t.mom.louvre;;379
79612|79612|t.mom.louvre;;394
79174|79174|o.wadi.hamm;;48
79821|79821|t.mom.louvre;;760
79835|79835|t.mom.louvre;;777
79809|79809|t.mom.louvre;;730
79028|79028|sb;22;15446
79996|79996|t.mom.louvre;;1061
79982|79982|t.mom.louvre;;1047
79014|79014|sb;22;15432
79772|79772|t.mom.louvre;;655
79766|79766|t.mom.louvre;;647
79955|79955|t.mom.louvre;;1020
